idx,sample_id,y_true,y_pred,true_label,pred_label,confidence,correct
669,GTEX-11ZUS-2626-SM-5FQUR,2,2,Normal Tissue,Normal Tissue,0.992090106010437,True
414,TCGA-WE-AA9Y-06,1,1,Metastasis,Metastasis,0.9560297131538391,True
791,GTEX-TMZS-0126-SM-3DB9Q,2,2,Normal Tissue,Normal Tissue,0.9987614154815674,True
924,TCGA-GN-A264-06,1,1,Metastasis,Metastasis,0.7010635733604431,True
1234,GTEX-11H98-0126-SM-5EGHG,2,2,Normal Tissue,Normal Tissue,0.9706653356552124,True
959,TCGA-EB-A57M-01,0,0,Primary Tumor,Primary Tumor,0.5025660991668701,True
11,TCGA-EB-A41A-01,0,0,Primary Tumor,Primary Tumor,0.8743027448654175,True
261,GTEX-W5WG-0008-SM-4KL25,2,2,Normal Tissue,Normal Tissue,0.9775615334510803,True
1217,GTEX-ZE9C-2726-SM-57WB5,2,2,Normal Tissue,Normal Tissue,0.9733574986457825,True
271,GTEX-131XH-2226-SM-5DUXJ,2,2,Normal Tissue,Normal Tissue,0.9889561533927917,True
91,TCGA-D3-A8GQ-06,1,1,Metastasis,Metastasis,0.8940964937210083,True
98,TCGA-FW-A3TU-06,1,1,Metastasis,Metastasis,0.9512069821357727,True
605,TCGA-EB-A51B-01,0,0,Primary Tumor,Primary Tumor,0.8862067461013794,True
204,GTEX-WH7G-0008-SM-4LVNM,2,2,Normal Tissue,Normal Tissue,0.9851118922233582,True
218,GTEX-13CF3-2426-SM-5IFGX,2,2,Normal Tissue,Normal Tissue,0.9969817996025085,True
64,GTEX-QVJO-0008-SM-447AU,2,2,Normal Tissue,Normal Tissue,0.9909895062446594,True
6,TCGA-FS-A1ZA-06,1,1,Metastasis,Metastasis,0.6404557824134827,True
171,TCGA-DA-A1IC-06,1,0,Metastasis,Primary Tumor,0.6750142574310303,False
1031,GTEX-X3Y1-0008-SM-4PR12,2,2,Normal Tissue,Normal Tissue,0.9888913631439209,True
121,TCGA-RP-A695-06,1,1,Metastasis,Metastasis,0.9300941228866577,True
167,TCGA-FR-A3YO-06,1,1,Metastasis,Metastasis,0.8469884991645813,True
635,GTEX-X4EP-0626-SM-3P621,2,2,Normal Tissue,Normal Tissue,0.9569680690765381,True
893,TCGA-ER-A19O-06,1,1,Metastasis,Metastasis,0.9356496334075928,True
1125,TCGA-D3-A3CC-06,1,0,Metastasis,Primary Tumor,0.7659561038017273,False
1249,GTEX-ZVP2-0326-SM-57WBP,2,2,Normal Tissue,Normal Tissue,0.9975308775901794,True
788,GTEX-ZQG8-0008-SM-4YCE7,2,2,Normal Tissue,Normal Tissue,0.995556652545929,True
463,GTEX-WFON-1926-SM-3LK7L,2,2,Normal Tissue,Normal Tissue,0.965191662311554,True
710,TCGA-EB-A97M-01,0,1,Primary Tumor,Metastasis,0.9074399471282959,False
160,GTEX-XUW1-0008-SM-4BOQH,2,2,Normal Tissue,Normal Tissue,0.9201208353042603,True
903,TCGA-ER-A197-06,1,0,Metastasis,Primary Tumor,0.5782377123832703,False
900,GTEX-WI4N-2726-SM-3LK7Y,2,2,Normal Tissue,Normal Tissue,0.9935780763626099,True
1005,GTEX-XOTO-0726-SM-4B659,2,2,Normal Tissue,Normal Tissue,0.9963072538375854,True
806,GTEX-139T8-0626-SM-5KLZX,2,2,Normal Tissue,Normal Tissue,0.9978210926055908,True
313,GTEX-12BJ1-0926-SM-5EQ62,2,2,Normal Tissue,Normal Tissue,0.9667761921882629,True
1205,TCGA-GN-A26C-01,0,1,Primary Tumor,Metastasis,0.9701989889144897,False
1063,GTEX-11DZ1-0126-SM-5985Q,2,2,Normal Tissue,Normal Tissue,0.9938271641731262,True
596,GTEX-ZDTT-0426-SM-4WKFL,2,2,Normal Tissue,Normal Tissue,0.9494160413742065,True
317,GTEX-R55D-0008-SM-48FEV,2,2,Normal Tissue,Normal Tissue,0.9642848372459412,True
894,TCGA-D9-A4Z5-01,0,1,Primary Tumor,Metastasis,0.7001371383666992,False
1074,TCGA-EB-A3Y7-01,0,0,Primary Tumor,Primary Tumor,0.8016397953033447,True
1141,TCGA-EE-A2M6-06,1,1,Metastasis,Metastasis,0.9408820271492004,True
845,GTEX-1497J-0226-SM-5QGPU,2,2,Normal Tissue,Normal Tissue,0.9997109770774841,True
367,TCGA-D9-A3Z3-06,1,1,Metastasis,Metastasis,0.9692437648773193,True
1083,TCGA-BF-A3DJ-01,0,0,Primary Tumor,Primary Tumor,0.8223655223846436,True
1218,TCGA-BF-A5ES-01,0,1,Primary Tumor,Metastasis,0.8646491169929504,False
84,TCGA-EE-A184-06,1,1,Metastasis,Metastasis,0.7422497868537903,True
130,GTEX-12WSJ-1126-SM-5LZVJ,2,2,Normal Tissue,Normal Tissue,0.9960836172103882,True
309,TCGA-D3-A3MV-06,1,1,Metastasis,Metastasis,0.7778217196464539,True
1084,GTEX-WWYW-0008-SM-4MVPF,2,2,Normal Tissue,Normal Tissue,0.8579853177070618,True
786,TCGA-DA-A1I2-06,1,1,Metastasis,Metastasis,0.9370269179344177,True
949,GTEX-ZVP2-0008-SM-51MSL,2,2,Normal Tissue,Normal Tissue,0.95975661277771,True
837,GTEX-139D8-0226-SM-5KLZO,2,2,Normal Tissue,Normal Tissue,0.9899207353591919,True
868,GTEX-W5X1-2526-SM-3GILC,2,2,Normal Tissue,Normal Tissue,0.998392641544342,True
1274,GTEX-ZYFD-0626-SM-5E44E,2,2,Normal Tissue,Normal Tissue,0.8192739486694336,True
987,GTEX-ZV7C-0926-SM-59HL1,2,2,Normal Tissue,Normal Tissue,0.7277510166168213,True
415,GTEX-X4EO-0326-SM-3P5YO,2,2,Normal Tissue,Normal Tissue,0.9054234623908997,True
19,GTEX-11DXX-0008-SM-5Q5B8,2,2,Normal Tissue,Normal Tissue,0.9913514852523804,True
310,TCGA-XV-AB01-06,1,1,Metastasis,Metastasis,0.9582331776618958,True
1001,TCGA-EE-A20F-06,1,1,Metastasis,Metastasis,0.9523380994796753,True
107,GTEX-OOBK-0008-SM-3NB27,2,2,Normal Tissue,Normal Tissue,0.9282926917076111,True
825,GTEX-12ZZY-0226-SM-5LZVE,2,2,Normal Tissue,Normal Tissue,0.8783854246139526,True
998,TCGA-WE-A8ZM-06,1,1,Metastasis,Metastasis,0.791908860206604,True
657,GTEX-WRHU-0008-SM-4MVPB,2,2,Normal Tissue,Normal Tissue,0.7820019125938416,True
199,TCGA-D3-A1Q7-06,1,1,Metastasis,Metastasis,0.9182889461517334,True
282,GTEX-T2YK-0008-SM-4DM6M,2,2,Normal Tissue,Normal Tissue,0.995918333530426,True
1186,TCGA-EB-A3HV-01,0,2,Primary Tumor,Normal Tissue,0.5800185203552246,False
656,GTEX-WHSE-0008-SM-4M1ZO,2,2,Normal Tissue,Normal Tissue,0.9972620010375977,True
733,TCGA-EE-A2A6-06,1,1,Metastasis,Metastasis,0.9187504649162292,True
523,TCGA-EE-A3AG-06,1,1,Metastasis,Metastasis,0.5225581526756287,True
39,TCGA-D3-A51G-06,1,1,Metastasis,Metastasis,0.8277587890625,True
265,GTEX-VUSG-0008-SM-4KL24,2,2,Normal Tissue,Normal Tissue,0.8164030909538269,True
21,GTEX-Y8LW-1526-SM-5IFHL,2,2,Normal Tissue,Normal Tissue,0.9971559047698975,True
291,GTEX-Y3IK-1626-SM-4YCF5,2,2,Normal Tissue,Normal Tissue,0.9983312487602234,True
489,TCGA-IH-A3EA-01,0,1,Primary Tumor,Metastasis,0.825013279914856,False
106,GTEX-12696-0126-SM-5EQ4L,2,2,Normal Tissue,Normal Tissue,0.9878082871437073,True
663,GTEX-XPVG-2126-SM-4B667,2,2,Normal Tissue,Normal Tissue,0.976264238357544,True
195,TCGA-EE-A2MS-06,1,1,Metastasis,Metastasis,0.8894352316856384,True
556,TCGA-EE-A2M8-06,1,1,Metastasis,Metastasis,0.933174729347229,True
233,GTEX-XAJ8-1426-SM-47JYM,2,2,Normal Tissue,Normal Tissue,0.9773927330970764,True
1231,GTEX-ZLV1-1526-SM-4WWBC,2,2,Normal Tissue,Normal Tissue,0.9978476762771606,True
701,GTEX-WZTO-0126-SM-3NM95,2,2,Normal Tissue,Normal Tissue,0.7635237574577332,True
122,GTEX-XUZC-0008-SM-4BOQG,2,2,Normal Tissue,Normal Tissue,0.989697277545929,True
62,GTEX-12WSB-0126-SM-59HJN,2,2,Normal Tissue,Normal Tissue,0.9526168704032898,True
155,GTEX-ZTTD-2826-SM-4YCFA,2,2,Normal Tissue,Normal Tissue,0.6659879088401794,True
49,GTEX-WI4N-1026-SM-3LK7N,2,2,Normal Tissue,Normal Tissue,0.9969502091407776,True
1006,TCGA-YD-A9TA-06,1,1,Metastasis,Metastasis,0.9689477682113647,True
1173,TCGA-FS-A4FB-06,1,0,Metastasis,Primary Tumor,0.4236917793750763,False
823,TCGA-D3-A51R-06,1,1,Metastasis,Metastasis,0.7978389263153076,True
641,GTEX-TML8-1926-SM-32QOS,2,2,Normal Tissue,Normal Tissue,0.9988049268722534,True
1203,TCGA-FS-A1ZQ-06,1,1,Metastasis,Metastasis,0.8391830325126648,True
1050,TCGA-FS-A1ZY-06,1,1,Metastasis,Metastasis,0.7243177890777588,True
965,GTEX-XBEC-0726-SM-4QARZ,2,2,Normal Tissue,Normal Tissue,0.985916793346405,True
747,GTEX-14A6H-0126-SM-5QGPK,2,2,Normal Tissue,Normal Tissue,0.9975767731666565,True
670,TCGA-D3-A8GO-06,1,1,Metastasis,Metastasis,0.9537400007247925,True
904,GTEX-11ZU8-0126-SM-5EQ58,2,2,Normal Tissue,Normal Tissue,0.9982307553291321,True
1207,GTEX-11OF3-0126-SM-5PNYF,2,2,Normal Tissue,Normal Tissue,0.9979497790336609,True
592,GTEX-13PVQ-0126-SM-5SIB4,2,2,Normal Tissue,Normal Tissue,0.9824010729789734,True
267,TCGA-FW-A3R5-06,1,1,Metastasis,Metastasis,0.9212604761123657,True
887,TCGA-BF-A3DM-01,0,1,Primary Tumor,Metastasis,0.7768586874008179,False
1198,GTEX-WXYG-0008-SM-4ONDU,2,2,Normal Tissue,Normal Tissue,0.9931885004043579,True
437,TCGA-ER-A2NC-06,1,1,Metastasis,Metastasis,0.9335403442382812,True
1037,GTEX-S341-0008-SM-4AD6D,2,2,Normal Tissue,Normal Tissue,0.9930382370948792,True
1106,GTEX-WH7G-2026-SM-3NMBL,2,2,Normal Tissue,Normal Tissue,0.9054244160652161,True
731,TCGA-D9-A3Z4-01,0,1,Primary Tumor,Metastasis,0.9139366745948792,False
1123,GTEX-X5EB-2226-SM-46MW4,2,2,Normal Tissue,Normal Tissue,0.9910982251167297,True
396,GTEX-Y5V6-2326-SM-4VDSA,2,2,Normal Tissue,Normal Tissue,0.9966384172439575,True
886,GTEX-X4EO-2926-SM-4E3JH,2,2,Normal Tissue,Normal Tissue,0.9858679175376892,True
1229,GTEX-UJHI-0008-SM-4IHL1,2,2,Normal Tissue,Normal Tissue,0.9575713872909546,True
620,GTEX-XBEW-0008-SM-4AT3Y,2,2,Normal Tissue,Normal Tissue,0.9362400770187378,True
284,GTEX-WHPG-2626-SM-3NMBR,2,2,Normal Tissue,Normal Tissue,0.9691432118415833,True
1041,GTEX-13113-1926-SM-5LZWG,2,2,Normal Tissue,Normal Tissue,0.9959297776222229,True
1052,GTEX-WYBS-0008-SM-4ONDX,2,2,Normal Tissue,Normal Tissue,0.6320440173149109,True
725,GTEX-145ME-1826-SM-5SI9G,2,2,Normal Tissue,Normal Tissue,0.9767372012138367,True
836,GTEX-139TU-0726-SM-5L3EK,2,2,Normal Tissue,Normal Tissue,0.9703776240348816,True
240,GTEX-ZVT3-0008-SM-51MRI,2,2,Normal Tissue,Normal Tissue,0.8175864815711975,True
27,TCGA-D3-A8GK-06,1,1,Metastasis,Metastasis,0.8391621708869934,True
821,GTEX-12WS9-0126-SM-5EGL7,2,2,Normal Tissue,Normal Tissue,0.977953314781189,True
599,TCGA-GN-A9SD-06,1,1,Metastasis,Metastasis,0.969717800617218,True
405,TCGA-YG-AA3O-06,1,1,Metastasis,Metastasis,0.8876509070396423,True
719,GTEX-111CU-1926-SM-5GZYZ,2,2,Normal Tissue,Normal Tissue,0.9921739101409912,True
594,GTEX-12ZZX-0126-SM-5EGK9,2,2,Normal Tissue,Normal Tissue,0.9833481907844543,True
1015,TCGA-DA-A95V-06,1,1,Metastasis,Metastasis,0.9662415981292725,True
869,GTEX-1313W-0626-SM-5EQ4H,2,2,Normal Tissue,Normal Tissue,0.9972208738327026,True
794,GTEX-146FR-1326-SM-5SIAJ,2,2,Normal Tissue,Normal Tissue,0.9258486032485962,True
341,TCGA-EE-A29X-06,1,1,Metastasis,Metastasis,0.9451941847801208,True
532,GTEX-W5X1-0008-SM-4LMKA,2,2,Normal Tissue,Normal Tissue,0.9773739576339722,True
148,GTEX-ZVT2-0126-SM-5GIDQ,2,2,Normal Tissue,Normal Tissue,0.9904468059539795,True
597,TCGA-DA-A1I0-06,1,1,Metastasis,Metastasis,0.9027016758918762,True
1090,GTEX-WCDI-0008-SM-47JYE,2,2,Normal Tissue,Normal Tissue,0.5627166032791138,True
804,GTEX-QCQG-1726-SM-3GIJ9,2,2,Normal Tissue,Normal Tissue,0.997065007686615,True
274,GTEX-WVJS-0008-SM-4MVPC,2,2,Normal Tissue,Normal Tissue,0.8031117916107178,True
607,GTEX-P4QS-0008-SM-48TDY,2,2,Normal Tissue,Normal Tissue,0.9930680990219116,True
1190,TCGA-FS-A1ZZ-06,1,1,Metastasis,Metastasis,0.47595688700675964,True
372,GTEX-ZUA1-2626-SM-5NQ92,2,2,Normal Tissue,Normal Tissue,0.7411948442459106,True
161,TCGA-EE-A2GK-06,1,1,Metastasis,Metastasis,0.9090726375579834,True
251,TCGA-ER-A42H-01,0,1,Primary Tumor,Metastasis,0.8309807777404785,False
